id,Rede,Nome,Localizado em,Endereço,Bairro,CEP,Tipo,Latitude,Longitude
Escola Privada_1772869,Privada,Cruzeiro do Sul Colegio Unidade II,Rua,"Ussiel Cirilo Doutor, 225",Vila Jacui,8060070,Escola Privada,-23.49998,-46.453275
Escola Privada_1772880,Privada,Policia Militar Colegio da,Rua,"Cruzeiro do Sul, 250",Caninde,3033020,Escola Privada,-23.43633,-46.513664
Escola Privada_1772882,Privada,Spinosa Colegio Unidade I,Rua,"Francisco Julio Cesar Alfieri Coronel, 59",Vila Sao Paulo,4651000,Escola Privada,-24.179795,-46.785927
Escola Privada_1772883,Privada,23 de Outubro Colegio,Rua,"Rua Jorge Martinho Prado, 22",Cidade Ademar,4658270,Escola Privada,-23.666817,-46.667574
Escola Privada_1772884,Privada,Colegio Sao Camilo,Rua,"Nazare, 1501",Ipiranga,4263200,Escola Privada,-23.597359,-46.609191
Escola Privada_1772885,Privada,Premedico Colegio,Rua,"Joao V Dom, 164",Lapa,5075060,Escola Privada,-23.522665,-46.704165
Escola Privada_1772889,Privada,Centro Interescolar Objetivo Unidade Luis Goes,Rua,"Luis Gois, 2211",Mirandopolis,4043400,Escola Privada,-23.604758,-46.64937
Escola Privada_1772891,Privada,Escola Caranda Viva Vida,Rua,"Rua Joaquim de Almeida, 459",Mirandopolis,4050011,Escola Privada,-23.606518,-46.647302
Escola Privada_1772892,Privada,Colegio Internacional Radial,Rua,"Jabaquara, 1870",Mirandopolis,4046300,Escola Privada,-23.620747,-46.640077
Escola Privada_1772893,Privada,Ama Associacao de Amigos do Autista,Rua,"Henrique Reimberg, 1015",Jardim Novo Parelheiros,4890610,Escola Privada,-23.836661,-46.711963
Escola Privada_1772895,Privada,Colegio Catamara Referencia,Rua,"Avenida Juruce, 402",Indianopolis,4080011,Escola Privada,-23.608695,-46.66209
Escola Privada_1772904,Privada,Cei Indir Helena Quinta Reis,Rua,"Das Mimosas, 175",Vila Lucia,3144010,Escola Privada,-23.353613,-47.837411
Escola Privada_1772905,Privada,Cr P Conv Forca e Acao Comunitaria,Rua,"Professor Hermogenes de Freitas Leitao Filho, 10",Jardim Casa Grande,4865000,Escola Privada,-23.783544,-46.713467
